emotion,text
Positive,@NickMLTM  oh man that sucks hardcore! haha good luck finishing up recording
Negative,Feeling like crap today. Hopefully a nice relaxing swim will do the trick
Negative,@anieszkaa haha i did a ltiitle bit yesterday and ive been out all day  so i think ima chick an allnighter  hahaha NOT COOL
Negative,found @grahamcoxon's Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i'll buy a copy of the cd. i'm saving up
Positive,Morning tweeps  Looking forward to a relaxing Sunday. Happy Mother's Day to all the moms out there!!
Positive,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay
Positive,One more thing &quot;Shattered&quot; is an amazing song by O.A.R.
Negative,@2indya anytime
Positive,Done...now another gem of a day in Cape Town
Positive,"@steveplunkett  Hey, I need a car too. I'll dm you my address."
Negative,@CKHerm Glad you got to walk.  Finish the damn thesis.
Negative,"It's mother day, my mom is still there and better than a week ago, I am happy  Weird knowing it's the last one, tho."
Positive,@spanglegluppet thank you for the link! it explains a lot! and I'm glad you're feeling good! I've a friend coming tomorrow. will be fun!
Positive,"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM"
Positive,"goodnight and good bye to all of you, hope you have the best of dreams"
Positive,@demiswissfan love you 2  so how are you? xxxx
Positive,"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny."
Positive,"partied w/ @jboosf @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober"
Positive,@saltyboots @teeenuhh happy mommy day Teens-thanks FFF
Positive,watched sex &amp; the city season 1 &amp; drank a little wine w/ my date...just ended w/ a goodnight kiss. i could get used 2 this  night night!
Positive,Happy Mothers Day to all Mothers every where
Positive,SWAY SWAY BABY zommgg love it  need more screamo tho boys
Positive,just finished tlking to laura 2 hours and 7 minutes lol... going to sleep. night ppl
Negative,@simplyjesslee she's hot     What is up w/ all the unknown followers? I've got quite a few- no clue as to why they're following ME.
Positive,"finally gone to the beach, yeaaaah!"
Positive,@joywilder That's a popular one! (cccd)  Thx for replying
Positive,"@chokewho Nah, rolled with Jason Manly, who is a talented BJJ ace who mauls me any way...   Jake is looking great, can't wait to fight."
Positive,"@knatchwa Buenos Dias! How very sweet, thank you"
Positive,@ZnaTrainer Ahhh Music to my ears!
Negative,"@noisydogstudio sorry 2 hear albert isnt well? dont know whole story, so i'll keep ya'll both in my prayers. (((hugs))) 2 u both!"
Negative,i am a freshman in this site. how to update? help
Positive,i'm lookin for email to this man  i have his photo -Spray Painting in Wroclaw(Poland) by Kosmo http://bit.ly/EOvVN
Positive,"&quot;suprised&quot; mom with a cake and a present, because it's mother's day!  dad had bought flowers. : &gt;"
Positive,Happy Mother's Day to all the mothers out there! Do have a good and enjoyable day
Positive,"What a fantastic full-on weekend!  Going to finish on a high, with a cheeky chilli thai fried rice &amp; a few glasses of red"
Positive,Aiden KNIVES out May 12th www.myspace.com/aiden. excited!!!!!
Positive,@avgs I like only the james bond series. Thats what a spy movie is!
Positive,@Eganan- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!
Positive,eating truffles  yum!
Positive,"Swords make everyone sexy.  Oh, Harold."
Positive,"Installed NetGear 802.11n (draft) router today, throughput has definately increased"
Negative,Sweet dreams!I'm tired  I'm so excited I might actually get to golf in the morning! Family tradition!
Negative,@deedeedet i know. i need to get their cd somewhere.. hopefully they sell it here in finland.
Negative,words to live by  ? http://blip.fm/~5z3ij
Negative,@dspecial1 awww  thanks lol - ermm what happened to the studying !? ha ha
Positive,Sexxxy tiiiiiimmmmmmeee!...whatever that means.
Positive,@LeslieLang It will be an Adventure!  Have FUN with your 5 yr old and 8 mo old! (You're brave.)    Hope you have a great time!
Positive,"Happy Mother's Day to all the mums out there, old &amp; new."
Positive,"@KerriAnson  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?"
Negative,"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny."
Positive,@shubhamsingal oh I am so sure they do get everything. They live their like celebrities
Positive,is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now
Positive,"last leg of my travels today. totally exhausted, but thank goodness &quot;Ed&quot; is keeping me company"
Positive,sunday is runday- outta bed and onto the road
Positive,"@Buffalokid Thanks for the feedback. Surreal life, surreal oils"
Positive,@NathanFillion Your window ledge is decorated quite appropriately. I love it
Positive,@MusicalChilly Thank you and u too lady!!!!
Positive,Ive got the greatest boyfriend in the world. I love him so so much.
Positive,@lulliecarole that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you
Positive,http://www.eabeauty.net - The world of beauty and pretty girls   I'm testing new version
Positive,@hanastephenson I'm good! thx.  and how are u? what are u doing?
Positive,"@aerform I love you so much.  Just got into my hiding spot, gonna go check out datalounge"
Positive,Last week I had 516 hits on my guinea pig pictures on webshots! And I didn't even promote them! Way to go
Positive,"#SanctuarySunday @nirroca yay for #Sanctuary, I may watch Requiem after breakfast!"
Positive,"@DougieMcfly Haha dude, we have the same b-date :p I'll wish u ur b-day the 3oth November. I'll also turn 16  Can u reply to me please ?"
Negative,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it's my friend's clothing line
Positive,@calikara22 @darthamandar @trippplesweet grats to aaron and christine
Positive,@burbankhays ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet
Negative,@jesssseca i won't make u cry
Positive,Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site)
Positive,is wishing everyone a blessed &amp; beautiful Mother's Day!
Negative,"@Caps_Girl Girl, those are bangin' shoes!!!  Work it!"
Positive,@MariahCarey &quot;VISION OF LOVE&quot; Play now &quot;i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo&quot; Mariah this ur part
Positive,BWAHAHAHAHA! Shut the fuck up... @BarryManilow is TOTES following me right now! Who made the account? Made me giggle like a school girl!
Positive,Twas a good show. I even liked Ciara's last song.   Time for me to go to bed. G'night!
Positive,@RetroRewind You're a good friend Dave.. we can wait!! Hope we dont have to wait too long though
Negative,The best thing about Ciara. She just finished singing!
Positive,@krazyfrog I got me to watch it.  Recommend some other kickass shows too. Phast!
Positive,@katyperry it's Under a Honeymoon by The Good Life
Positive,@paulbay1028 Bit of a lie -in. Eaten all the bread.  It's way too good to giveaway.
Positive,@therealsavannah Today was fun  &lt;333
Positive,@snowded nice one
Positive,@angelistic u understand now why i keep telling u MAKE A TWITTER app that understand MY NEED
Positive,@sharonhayes: &quot;Congrats my friend on ruling Canada @iamkhayyam *hugs&amp;gropes*&quot; Just for today I'm #1  ? http://blip.fm/~5z3oi
Positive,having a great time with family!! big ups to my bro n sis in law for hanging out  love n peace! {be free}
Negative,@asombroso bahahaha. I love Gabriel - absolutely fucking hilarious!!!
Positive,Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!
Negative,@faulko1 was always told to keep sucking something like fruit gums
Positive,Day dreaming of Fuzzball and SNL  http://fuzz-ball.com/twitter
Positive,@andmegansaid &lt;&lt;&lt; Just like in HIMYM
Positive,@firedwarftj i was right about the wave off
Positive,Happy Mothers Day mom!  I love you!
Positive,@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -
Positive,@SelenaGomez selena's mom congratulations' have a nice day
Positive,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq
Positive,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy
Positive,@And_OKeefe Yay! You're on Twitter! You're my secret celeb crush!  (too much info??)
Positive,Home at last 1 more day till my weekend begins!!
Positive,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l
Positive,@Jewels14333 Happy Mothers Day
Positive,"@ReeceReece Kind of, good job though.  I know no better.  I might see you this Friday w/ Arbie."
Positive,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom"
Positive,feels at home to be back at church
Positive,had a great time talkin with Mike tonight for three hrs.
Positive,@pcsketch I am actually wanting to buy a bus one day &amp; turn it into a motor home. Imagine a whopping big BlokesLib logo on it
Positive,The most epic weekend I've had in atleast a year. Night cap with @aaron_matthes and @trumpy03. 2 hours of sleep in 3 days! Goodnight
Positive,Happy Mother's Day
Positive,"@soulsweetness I will, n btw happy mothers day sissy"
Positive,@SummerSeaweeds Wow that's very Buddhist o_O HOORAY JEWS
Positive,08.05.09 partying at the Pineforest  http://tinyurl.com/ojugsb
Negative,"Finally home and exhausted.  Work week is over, but I still expect less than 5 hours sleep tonight.  Happy Mother's Day! I luv you Mom"
Positive,thursday night was amazing taylor swift gave me one of her braclets
Negative,and to think that all I've ever played for is just fun   I suck at marketing and promotion..
Positive,Using my old phone!  gosh! I miss this phone!
Positive,"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride &amp; I rockin' the reception"
Positive,Happy Baby Mommas Day!!  to all the&gt;&gt; MOMMAS&lt;&lt; on Twitterville
Positive,@ishaNikki congratss to them
Positive,@leona_y time really flies my frd..how's you love-hunting mission going? abt time to bring the sexy &quot;yu yung&quot; jacket out
Negative,@guillermop you should.
Positive,@kenakasoulstar thank you.
Positive,"Good morning World   This will be another wonderfull day, starting with breakfst with champions...  my kids ofcourse"
Positive,@dada8dee you tooooo dada!!!  such good times!!
Positive,Hella wow .  no doubt .
Positive,i just realized im off tomorrow. goin to the beach! who wana come?
Positive,here we go.. captain says &quot;shut it down&quot; we are on our way  ? http://blip.fm/~5z3p8
Positive,12 more days until CA!! i get to see my paniniii
Negative,@kerri_louise so i can just watch that again  x
Positive,@QuiMo haha Mon...Do you really want me too send it?
Positive,"@heycassadee SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO"
